LAST SEEN   TYPE      REASON                         OBJECT                            MESSAGE
41m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-8skxj       Readiness probe failed: Get "http://10.244.3.20:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
41m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-gx24f       Readiness probe failed: Get "http://10.244.2.20:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
39m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-jcsfp       Readiness probe failed: Get "http://10.244.1.22:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
39m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-kwtfh       Readiness probe failed: Get "http://10.244.1.23:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
38m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-8n6pc       Readiness probe failed: Get "http://10.244.3.24:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
38m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-5phkh       Readiness probe failed: Get "http://10.244.2.25:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
38m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-w5274       Readiness probe failed: Get "http://10.244.3.23:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
38m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-bq65m       Readiness probe failed: Get "http://10.244.2.22:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
38m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-gjlnv       Readiness probe failed: Get "http://10.244.2.26:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
38m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-t8n6c       Readiness probe failed: Get "http://10.244.2.19:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
38m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-w8bhg       Readiness probe failed: Get "http://10.244.1.20:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-jcsfp       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-vllcs       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-8skxj       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-sf654       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-7xxrc       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-42njm       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-8bmq4       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-t8n6c       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-kwtfh       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-9wd2k       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-4bddv       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-bq65m       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-flf49       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-q9mtm       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-w5274       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-8n6pc       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-w8bhg       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-h2l7q       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-7wcgh       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-c2g7j       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-5phkh       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-gx24f       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-gjlnv       Stopping container cpu-http
36m         Normal    Killing                        pod/cpu-app-bcc7f4b9c-fsmkh       Stopping container cpu-http
35m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-8bmq4       Readiness probe failed: Get "http://10.244.2.21:8080/healthz": dial tcp 10.244.2.21:8080: connect: connection refused
35m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-6p5lj
35m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-brvzn
35m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-brvzn       Successfully assigned default/cpu-app-bcc7f4b9c-brvzn to kind-worker
35m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-tvfbg       Successfully assigned default/cpu-app-bcc7f4b9c-tvfbg to kind-worker3
35m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-tvfbg
35m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-6p5lj       Successfully assigned default/cpu-app-bcc7f4b9c-6p5lj to kind-worker2
35m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-kgthz
35m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-kgthz       Successfully assigned default/cpu-app-bcc7f4b9c-kgthz to kind-worker2
35m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 0 to 4
35m         Normal    Created                        pod/cpu-app-bcc7f4b9c-brvzn       Container created
35m         Normal    Created                        pod/cpu-app-bcc7f4b9c-kgthz       Container created
35m         Normal    Started                        pod/cpu-app-bcc7f4b9c-6p5lj       Container started
35m         Normal    Started                        pod/cpu-app-bcc7f4b9c-brvzn       Container started
35m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-6p5lj       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
35m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-tvfbg       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
35m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-kgthz       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
35m         Normal    Created                        pod/cpu-app-bcc7f4b9c-6p5lj       Container created
35m         Normal    Started                        pod/cpu-app-bcc7f4b9c-kgthz       Container started
35m         Normal    Started                        pod/cpu-app-bcc7f4b9c-tvfbg       Container started
35m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-brvzn       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
35m         Normal    Created                        pod/cpu-app-bcc7f4b9c-tvfbg       Container created
34m         Warning   FailedGetPodsMetric            horizontalpodautoscaler/cpu-hpa   unable to get metric http_requests_per_second: no metrics returned from custom metrics API
34m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/cpu-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get pods metric value: unable to get metric http_requests_per_second: no metrics returned from custom metrics API
33m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-wrwdj
33m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-phsrf       Successfully assigned default/cpu-app-bcc7f4b9c-phsrf to kind-worker2
33m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-b8z7k       Successfully assigned default/cpu-app-bcc7f4b9c-b8z7k to kind-worker3
33m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-b8z7k
33m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-hjmzk
33m         Normal    SuccessfulCreate               replicaset/cpu-app-bcc7f4b9c      Created pod: cpu-app-bcc7f4b9c-phsrf
33m         Normal    ScalingReplicaSet              deployment/cpu-app                Scaled up replica set cpu-app-bcc7f4b9c from 4 to 8
33m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 8; reason: pods metric http_requests_per_second above target
33m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-wrwdj       Successfully assigned default/cpu-app-bcc7f4b9c-wrwdj to kind-worker3
