LAST SEEN   TYPE      REASON                         OBJECT                            MESSAGE
53m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-pmgg4       Readiness probe failed: Get "http://10.244.3.4:8080/healthz": dial tcp 10.244.3.4:8080: connect: connection refused
53m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-99bvx       Readiness probe failed: Get "http://10.244.1.10:8080/healthz": dial tcp 10.244.1.10:8080: connect: connection refused
53m         Normal    SuccessfulRescale              horizontalpodautoscaler/cpu-hpa   New size: 24; reason: All metrics below target
53m         Normal    ScalingReplicaSet              deployment/cpu-app                (combined from similar events): Scaled up replica set cpu-app-bcc7f4b9c from 16 to 24
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-c95dr       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-c95dr       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-97pdg       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-xc2t2       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-fcdxt       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-x8w8f       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-fcdxt       Container created
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-k42k5       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-k42k5       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-xc2t2       Container created
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-rrn7s       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-rrn7s       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-x8w8f       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-l4fmp       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Created                        pod/cpu-app-bcc7f4b9c-l4fmp       Container created
53m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-97pdg       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-97pdg       Container started
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-x8w8f       Container started
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-l4fmp       Container started
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-k42k5       Container started
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-xc2t2       Container started
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-rrn7s       Container started
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-fcdxt       Container started
53m         Normal    Started                        pod/cpu-app-bcc7f4b9c-c95dr       Container started
46m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-sngfb       Readiness probe failed: Get "http://10.244.3.9:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
46m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-l4fmp       Readiness probe failed: Get "http://10.244.1.15:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
45m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-k42k5       Readiness probe failed: Get "http://10.244.3.15:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
45m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-prgtp       Readiness probe failed: Get "http://10.244.2.15:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
44m         Warning   Unhealthy                      pod/cpu-app-bcc7f4b9c-bdtsg       Readiness probe failed: Get "http://10.244.2.6:8080/healthz": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
